region_id,country_name,income_id,gdp,food_organic_waste_percent,glass_percent,metal_percent,other_percent,plastic_percent,population,e_waste_tons_year,total_solid_waste_generated_tons_year,waste_treatment_recycling_percent,msw_per_capita,gdp_per_capita,ewaste_per_capita,msw_gdp_ratio,mswpc_gdppc_ratio,ewaste_gdp_ratio,ewastepc_gdppc_ratio
LCN,Colombia,UMC,366457000000.0,59.58,2.35,1.1,24.14,12.83,46406646.0,252200.0,12150120.0,17.2,0.26181853349194856,7896.649113577396,0.005434566419646013,3.3155649912540895e-05,3.31556499125409e-05,6.882117137890666e-07,6.882117137890666e-07
SSF,Comoros,LIC,611370805.2,50.0,2.0,4.0,39.0,5.0,777424.0,600.0,91013.0,,0.11706996439523348,786.4058804461915,0.0007717796209018502,0.00014886710197132584,0.00014886710197132584,9.814011315174262e-07,9.814011315174262e-07
SSF,Cabo Verde,LMC,1860165515.0,,,,0.0,,513979.0,2400.0,132555.0,,0.2578996418141597,3619.1469203994716,0.004669451475643947,7.125978786893058e-05,7.125978786893057e-05,1.2902077694951785e-06,1.2902077694951785e-06
LCN,Costa Rica,UMC,46551438317.0,58.0,1.0,2.0,28.0,11.0,4757575.0,35800.0,1460000.0,1.26,0.3068790297578073,9784.698783939297,0.007524841962554453,3.136315552825414e-05,3.136315552825414e-05,7.690417588434919e-07,7.690417588434919e-07
LCN,Cuba,UMC,100000000000.0,68.9,4.6,1.6,15.3,9.6,11303687.0,,2692691.98,9.49,0.23821360057121185,8846.671002125237,,2.69269198e-05,2.6926919799999996e-05,,
LCN,Curaçao,HIC,3128000000.0,,,,0.0,,153822.0,,24703.81,2.0,0.16059997919673388,20335.19262524216,,7.897637468030691e-06,7.897637468030691e-06,,
ECS,Cyprus,HIC,24311614955.0,41.47,2.66,3.25,37.85,14.77,1160985.0,18137.0,541000.0,13.31,0.4659836259727731,20940.507375202953,0.01562207952729794,2.22527380843014e-05,2.22527380843014e-05,7.460220159611359e-07,7.460220159611359e-07
ECS,Czech Republic,HIC,231340000000.0,62.3,2.4,8.4,24.7,2.2,10546059.0,79581.0,3340000.0,25.5,0.31670598467162,21936.156435309153,0.007546041606632393,1.4437624275957465e-05,1.4437624275957464e-05,3.4400017290567997e-07,3.4400017290567997e-07
ECS,Germany,HIC,3781700000000.0,30.0,10.0,1.4,45.7,13.0,81686611.0,2465085.0,51000000.0,47.83,0.624337322550938,46295.22456256632,0.030177344485499587,1.348599836052569e-05,1.3485998360525688e-05,6.518457307560092e-07,6.518457307560091e-07
MEA,Djibouti,LMC,3013000000.0,,,,0.0,,746221.0,900.0,114997.25,,0.15410615621913615,4037.677846107252,0.0012060770200785023,3.816702621971457e-05,3.816702621971457e-05,2.9870560902754727e-07,2.987056090275473e-07
LCN,Dominica,UMC,506021862.9,45.0,8.0,5.0,26.0,16.0,72400.0,,13176.0,,0.1819889502762431,6989.25225,,2.6038400642392482e-05,2.6038400642392482e-05,,
ECS,Denmark,HIC,347520000000.0,12.78,5.78,6.29,73.54,1.61,5683483.0,168614.0,4490000.0,27.27,0.7900085211832252,61145.60384890744,0.029667371222892723,1.29201197053407e-05,1.29201197053407e-05,4.851922191528545e-07,4.851922191528545e-07
LCN,Dominican Republic,UMC,73664129265.0,51.0,6.0,3.0,30.0,10.0,10528394.0,57000.0,4063910.0,8.2,0.3859952429591826,6996.710919538155,0.005413931127577483,5.516809932525577e-05,5.516809932525577e-05,7.737823085500364e-07,7.737823085500365e-07
MEA,Algeria,UMC,196035000000.0,54.4,1.2,2.8,24.7,16.9,40606052.0,252000.0,12378740.0,8.0,0.30484963177410107,4827.7286351305465,0.006205971464549176,6.314556074170428e-05,6.314556074170428e-05,1.2854847348687734e-06,1.2854847348687734e-06
LCN,Ecuador,UMC,85056519293.0,58.67,3.01,1.53,25.34,11.44,16144368.0,73000.0,5297211.14,12.9,0.32811511358016615,5268.494826988582,0.004521700694632333,6.227871989156216e-05,6.227871989156216e-05,8.582528488913579e-07,8.58252848891358e-07
MEA,Egypt,LMC,260816000000.0,56.0,4.0,2.0,25.0,13.0,87813257.0,497000.0,21000000.0,12.5,0.2391438459001697,2970.121014871365,0.005659737686304017,8.05165327280535e-05,8.05165327280535e-05,1.9055579412305994e-06,1.9055579412305994e-06
SSF,Eritrea,LIC,2006000000.0,,,,0.0,,4474690.0,3800.0,726957.37,,0.16245982850208618,448.2992117889731,0.0008492208398794106,0.0003623915104685942,0.0003623915104685942,1.8943170488534397e-06,1.8943170488534397e-06
ECS,Spain,HIC,1464510000000.0,49.0,8.0,3.0,31.0,9.0,46447697.0,1202597.0,20200000.0,16.84,0.43489777329541224,31530.303859844764,0.025891423637214996,1.3793009265897809e-05,1.3793009265897807e-05,8.211599784228172e-07,8.211599784228172e-07
ECS,Estonia,HIC,23808677023.0,36.7,8.3,2.6,33.8,18.6,1315407.0,34312.0,473000.0,24.74,0.35958452402944485,18099.85580356498,0.02608470230126493,1.986670656009428e-05,1.9866706560094276e-05,1.4411552547356339e-06,1.4411552547356339e-06
SSF,Ethiopia,LIC,52347226230.0,87.6,0.8,1.2,8.2,2.3,99873033.0,49000.0,6532786.97,,0.06541091998277453,524.137744269767,0.0004906229292145358,0.0001247971944357977,0.0001247971944357977,9.360572379653286e-07,9.360572379653285e-07
ECS,Finland,HIC,252692000000.0,35.88,9.24,1.7,51.69,1.45,5479531.0,212954.0,2740000.0,28.12,0.5000427956334219,46115.62558912433,0.03886354507347435,1.0843239991768635e-05,1.0843239991768635e-05,8.427413610244884e-07,8.427413610244881e-07
EAS,Fiji,UMC,3771168286.0,33.2,4.1,1.9,53.3,7.5,867086.0,4600.0,189389.59,5.45,0.21842076795150653,4349.243657491875,0.005305125443150968,5.022040270732166e-05,5.022040270732166e-05,1.2197811529856507e-06,1.219781152985651e-06
ECS,France,HIC,2806040000000.0,32.0,10.0,3.0,46.0,9.0,66624068.0,2218682.0,33400000.0,22.26,0.5013203336668064,42117.512247976214,0.03330150899821968,1.1902895183247566e-05,1.1902895183247566e-05,7.906808170945532e-07,7.906808170945531e-07
EAS,"Micronesia, Fed. Sts.",LMC,296282644.0,23.83,7.07,16.73,26.2,26.17,104937.0,200.0,26039.57,,0.24814479163688688,2823.4335267827364,0.0019059054480307233,8.78875983029232e-05,8.788759830292319e-05,6.750311030706206e-07,6.750311030706206e-07
SSF,Gabon,UMC,18912467101.0,,,,0.0,,1086137.0,14000.0,238102.31,,0.21921940786475372,17412.598135410175,0.01288971833203362,1.2589701212879324e-05,1.2589701212879322e-05,7.402524443392025e-07,7.402524443392024e-07
ECS,United Kingdom,HIC,2757620000000.0,16.7,2.2,3.5,57.4,20.2,65128861.0,3584126.0,31600000.0,27.25,0.48519196428139594,42340.98305511592,0.05503130171430451,1.1459156809132512e-05,1.1459156809132514e-05,1.2997171473952176e-06,1.2997171473952176e-06
ECS,Georgia,LMC,15189614351.0,39.0,3.0,5.0,50.0,3.0,3717100.0,21000.0,800000.0,,0.21522154367652202,4086.4153105915902,0.005649565521508703,5.266756492388054e-05,5.266756492388053e-05,1.382523579251864e-06,1.382523579251864e-06
SSF,Ghana,LMC,48199090352.0,67.0,0.0,1.0,28.0,4.0,21542009.0,39000.0,3538274.98,,0.1642500000812366,2237.4463937880632,0.0018104161037162318,7.340958001820839e-05,7.340958001820838e-05,8.09143901164552e-07,8.091439011645519e-07
SSF,Guinea,LIC,9667718427.0,58.0,1.0,1.0,36.0,4.0,8132552.0,8000.0,596911.0,5.0,0.07339774771805947,1188.7681046490695,0.0009837010571835262,6.174269601532325e-05,6.174269601532325e-05,8.274961730016467e-07,8.274961730016467e-07
SSF,"Gambia, The",LIC,1084318241.0,35.0,1.9,2.1,61.1,,1311349.0,2200.0,193440.54,,0.14751263012363605,826.8723589219956,0.0016776617056176502,0.00017839830843535538,0.0001783983084353554,2.028924642982189e-06,2.028924642982189e-06
SSF,Guinea-Bissau,LIC,1062488925.0,,,,0.0,,1770526.0,1000.0,289514.0,,0.16351863796408525,600.097894636961,0.0005648039057319689,0.00027248660497802363,0.0002724866049780237,9.41186281071118e-07,9.41186281071118e-07
SSF,Equatorial Guinea,UMC,15045964750.0,,,,0.0,,1221490.0,,198443.06,,0.16245983184471424,12317.714226068163,,1.3189121687926325e-05,1.3189121687926325e-05,,
ECS,Greece,HIC,244481000000.0,40.0,3.0,3.0,40.0,14.0,10892413.0,188460.0,5477424.0,19.0,0.5028659857095026,22445.072547285894,0.01730195136743346,2.2404293176156838e-05,2.240429317615684e-05,7.708574490451201e-07,7.708574490451202e-07
LCN,Grenada,UMC,931118693.5,27.1,3.1,2.4,51.0,16.4,105481.0,800.0,29536.11,,0.2800135569439046,8827.359368037845,0.007584304282287805,3.1721100871658096e-05,3.17211008716581e-05,8.591815475134159e-07,8.591815475134159e-07
ECS,Greenland,HIC,2823634004.0,42.8,7.1,2.0,45.8,2.4,56905.0,,50000.0,,0.8786574114752658,49620.138898163605,,1.770767738636427e-05,1.770767738636427e-05,,
LCN,Guatemala,UMC,51421926688.0,37.71,4.39,,40.6,17.29,16252429.0,55000.0,2756740.97,,0.16962024384170515,3163.9533197160868,0.0033841095383342393,5.361022325605164e-05,5.361022325605164e-05,1.0695826380390175e-06,1.0695826380390175e-06
EAS,Guam,HIC,5214914976.0,27.3,4.6,9.0,46.7,12.4,159973.0,,141500.0,17.85,0.8845242634694604,32598.719633938228,,2.7133711796109636e-05,2.7133711796109636e-05,,
LCN,Guyana,UMC,2925825406.0,50.1,4.7,4.2,26.8,14.2,746556.0,5000.0,179251.5,0.54,0.24010456014016363,3919.0970349176755,0.006697421224931552,6.12652756491923e-05,6.12652756491923e-05,1.7089194692706144e-06,1.7089194692706142e-06
EAS,Hong Kong S.A.R.,HIC,270105000000.0,35.0,3.0,2.0,39.0,21.0,7305700.0,70000.0,5679816.47,34.0,0.7774500006843971,36971.81652682152,0.009581559604144708,2.1028179670868735e-05,2.1028179670868735e-05,2.591584754077118e-07,2.5915847540771176e-07
LCN,Honduras,LMC,19545909275.0,57.9,1.27,2.11,24.31,14.41,9112867.0,1700.0,2162027.7,,0.23725000046637357,2144.8693671267233,0.0001865494141415649,0.00011061279726522215,0.00011061279726522215,8.697472069894278e-08,8.697472069894276e-08
ECS,Croatia,HIC,61095271083.0,30.9,3.7,2.1,40.4,22.9,4203604.0,58078.0,1650000.0,16.32,0.3925203230370891,14534.021540325874,0.013816239588695794,2.7007000226882028e-05,2.7007000226882024e-05,9.506136722283966e-07,9.506136722283965e-07
LCN,Haiti,LIC,7911616492.0,61.3,1.6,2.5,21.9,12.7,10847334.0,6000.0,2309852.46,,0.21294195052904244,729.3604577862174,0.0005531313039683299,0.00029195708137972265,0.00029195708137972265,7.583785192402878e-07,7.583785192402877e-07
ECS,Hungary,HIC,147183000000.0,22.5,3.5,1.8,59.3,13.0,9843028.0,50066.0,3710000.0,25.94,0.3769165342209735,14953.02055424408,0.0050864429116731155,2.5206715449474464e-05,2.5206715449474467e-05,3.401615675723419e-07,3.401615675723419e-07
EAS,Indonesia,LMC,1037860000000.0,53.8,2.5,1.8,27.8,14.0,261115456.0,1270000.0,65200000.0,7.0,0.249697972685309,3974.716839435196,0.004863748854453105,6.282157516428035e-05,6.282157516428035e-05,1.2236717861753993e-06,1.2236717861753995e-06
SAS,India,LMC,2466180000000.0,,,,0.0,,1071477855.0,1700000.0,168403240.0,5.0,0.15716912786778967,2301.6621281454295,0.0015865936865302737,6.82850562408259e-05,6.82850562408259e-05,6.893251911863692e-07,6.893251911863692e-07
ECS,Ireland,HIC,332361000000.0,16.6,8.5,3.7,58.8,12.4,4586897.0,212874.0,2692537.0,33.0,0.5870062048482885,72458.78858845097,0.04640915198226601,8.101242323858697e-06,8.101242323858695e-06,6.404903102349553e-07,6.404903102349553e-07
MEA,Iran,UMC,540581000000.0,72.9,1.9,2.3,14.7,8.5,80277428.0,630000.0,17900000.0,5.0,0.22297675007724463,6733.910309134468,0.007847785058584588,3.311252152776365e-05,3.311252152776365e-05,1.1654127688542512e-06,1.1654127688542514e-06
MEA,Iraq,UMC,213938000000.0,68.7,2.3,0.98,22.47,5.29,36115649.0,221000.0,13100000.0,,0.36272364924135797,5923.692524534171,0.006119231029186268,6.123269358412251e-05,6.123269358412251e-05,1.0330095635184025e-06,1.0330095635184025e-06
ECS,Iceland,HIC,16434890343.0,10.0,,,81.0,9.0,330815.0,7600.0,525000.0,55.81,1.5869897072381844,49680.0034551033,0.02297356528573372,3.19442350416174e-05,3.19442350416174e-05,4.6243083107865187e-07,4.624308310786519e-07
MEA,Israel,HIC,287808000000.0,34.0,3.0,3.0,42.0,18.0,8380100.0,120000.0,5400000.0,25.0,0.6443837185713774,34344.22023603537,0.014319638190475053,1.8762508338892594e-05,1.8762508338892594e-05,4.1694462975316876e-07,4.1694462975316876e-07
ECS,Italy,HIC,2080640000000.0,34.4,7.6,4.3,42.0,11.6,60730582.0,2800026.0,29500000.0,25.9,0.4857519725399635,34260.168954086424,0.04610570009027742,1.417832974469394e-05,1.4178329744693942e-05,1.3457522685327591e-06,1.3457522685327593e-06
LCN,Jamaica,UMC,13801803130.0,62.22,2.81,2.38,20.39,12.2,2881355.0,17000.0,1051694.58,,0.36500000173529473,4790.039106600888,0.005900001908824147,7.619979578711756e-05,7.619979578711756e-05,1.231723119064661e-06,1.231723119064661e-06
MEA,Jordan,UMC,30811666897.0,50.0,2.0,1.5,30.5,16.0,8413464.0,43000.0,2529997.0,7.0,0.3007081268785366,3662.1856225925494,0.005110855647566805,8.211165622611398e-05,8.211165622611398e-05,1.3955752586753665e-06,1.3955752586753663e-06
EAS,Japan,HIC,6052670000000.0,36.0,5.0,4.0,44.0,11.0,127000000.0,518978.0,44000000.0,4.9,0.3464566929133858,47658.81889763779,0.00408644094488189,7.269519071748501e-06,7.269519071748502e-06,8.574364701858849e-08,8.57436470185885e-08
ECS,Kazakhstan,UMC,188309000000.0,30.0,5.0,3.0,34.5,25.0,16791425.0,147000.0,4659740.0,2.92,0.27750712044987247,11214.593162879268,0.00875446842659274,2.4745179465665474e-05,2.4745179465665474e-05,7.806318338475591e-07,7.80631833847559e-07
SSF,Kenya,LMC,55409230682.0,57.0,3.0,1.0,20.3,18.7,41350152.0,17350.0,5595099.0,8.0,0.13531024021386912,1340.0006530084822,0.00041958733307679257,0.00010097774199593065,0.00010097774199593066,3.131247228385765e-07,3.1312472283857656e-07
ECS,Kyrgyz Republic,LMC,6346700788.0,,,,0.0,,5956900.0,7200.0,1113300.0,,0.1868925112054928,1065.436852725411,0.0012086823683459518,0.0001754139728951722,0.0001754139728951722,1.1344476824263359e-06,1.1344476824263359e-06
EAS,Cambodia,LMC,17009386902.0,66.6,2.6,2.0,20.2,8.6,15270790.0,14000.0,1090000.0,,0.07137810159133876,1113.8511433920576,0.00091678295621903,6.408226271058808e-05,6.40822627105881e-05,8.230749338974616e-07,8.230749338974617e-07
EAS,Kiribati,LMC,192869131.3,43.6,5.5,10.0,24.4,16.5,114395.0,100.0,35723.83,,0.3122848900738669,1685.9926683858562,0.0008741640805979283,0.0001852231601771102,0.00018522316017711022,5.184862882202446e-07,5.184862882202446e-07
LCN,St. Kitts and Nevis,HIC,858344680.0,27.2,8.1,8.8,32.7,23.2,54288.0,700.0,32892.14,,0.6058823312702623,15810.946802239905,0.012894193928676688,3.8320433232020495e-05,3.8320433232020495e-05,8.155231998408844e-07,8.155231998408845e-07
EAS,South Korea,HIC,1305950000000.0,30.0,2.5,2.6,41.0,24.3,50746659.0,570635.0,18218975.0,58.0,0.3590182163519376,25734.699106004202,0.011244779680963825,1.395074466863203e-05,1.395074466863203e-05,4.369501129445997e-07,4.369501129445997e-07
MEA,Kuwait,HIC,142857000000.0,45.0,4.0,2.0,30.0,20.0,2998083.0,67000.0,1750000.0,,0.5837063216728823,47649.447997270254,0.022347613458333207,1.225001225001225e-05,1.225001225001225e-05,4.69000469000469e-07,4.69000469000469e-07
EAS,Lao PDR,LMC,11102149875.0,16.9,9.3,3.7,63.6,6.1,6663967.0,7500.0,351900.0,10.0,0.0528063839451786,1665.9971267864921,0.0011254557533073018,3.1696563635158094e-05,3.16965636351581e-05,6.755448345089108e-07,6.755448345089109e-07
MEA,Lebanon,UMC,42911390492.0,52.5,3.5,5.5,27.0,11.5,5603279.0,51000.0,2040000.0,8.0,0.36407253681281976,7658.2641149940955,0.009101813420320494,4.7539825128256296e-05,4.7539825128256296e-05,1.1884956282064075e-06,1.1884956282064075e-06
SSF,Liberia,LIC,1627046588.0,,,,0.0,,3512932.0,,564466.7,,0.16068250111303037,463.1591468323326,,0.0003469271895243358,0.00034692718952433586,,
MEA,Libya,UMC,36808842591.0,70.1,3.1,4.3,11.8,7.5,6193501.0,70000.0,2147596.47,,0.3467499997174458,5943.139847882482,0.011302169806705448,5.8344580237497104e-05,5.8344580237497104e-05,1.901716953662527e-06,1.901716953662527e-06
LCN,St. Lucia,UMC,1489854701.0,45.0,7.0,5.0,21.0,22.0,177206.0,1600.0,77616.23,,0.43800001128629956,8407.473228897441,0.009029039648770358,5.209650977904321e-05,5.2096509779043215e-05,1.0739302288512228e-06,1.0739302288512228e-06
ECS,Liechtenstein,HIC,6877000000.0,37.6,5.0,12.5,39.4,5.4,36545.0,293.0,32382.0,64.6,0.8860856478314407,188178.9574497195,0.008017512655630046,4.708739275847026e-06,4.708739275847027e-06,4.2605787407299696e-08,4.26057874072997e-08
