region_id,country_name,income_id,gdp,food_organic_waste_percent,glass_percent,metal_percent,other_percent,plastic_percent,population,e_waste_tons_year,total_solid_waste_generated_tons_year,waste_treatment_recycling_percent,msw_per_capita,gdp_per_capita,ewaste_per_capita,msw_gdp_ratio,mswpc_gdppc_ratio,ewaste_gdp_ratio,ewastepc_gdppc_ratio
SAS,Sri Lanka,LMC,79907042295.0,62.0,2.0,3.0,26.0,7.0,21200000.0,72.5,2631650.0,12.79,0.12413443396226415,3769.200108254717,3.4198113207547168e-06,3.2933893239152835e-05,3.293389323915283e-05,9.073042615235994e-10,9.073042615235993e-10
SSF,Lesotho,LMC,2980616573.0,,,,0.0,,1965662.0,1800.0,73457.0,,0.03737010737349555,1516.3423686269562,0.0009157220315598511,2.4644900879037015e-05,2.464490087903702e-05,6.039018961061115e-07,6.039018961061115e-07
ECS,Lithuania,HIC,45735444769.0,40.4,8.65,2.75,54.7,10.15,2904910.0,82691.0,1300000.0,22.92,0.44751816751637746,15744.186487361054,0.028465942146228284,2.8424343669686026e-05,2.8424343669686026e-05,1.8080287710692362e-06,1.8080287710692364e-06
ECS,Luxembourg,HIC,63207264513.0,30.0,4.0,2.0,46.0,18.0,569604.0,7398.0,356000.0,28.37,0.6249956109858779,110967.03062654054,0.012987970590094171,5.63226399280071e-06,5.63226399280071e-06,1.1704350847960577e-07,1.1704350847960578e-07
ECS,Latvia,HIC,28871503534.0,46.7,21.4,2.6,21.8,7.7,1977527.0,25071.0,857000.0,21.23,0.43336955702753993,14599.802447197939,0.01267795585091885,2.9683248016189028e-05,2.9683248016189028e-05,8.683648903312429e-07,8.68364890331243e-07
EAS,"Macao SAR, China",HIC,31920853732.0,3.1,3.3,1.7,84.1,7.9,612167.0,11000.0,377942.0,20.0,0.6173838184678364,52144.028887542125,0.017968952916442734,1.1839971548791031e-05,1.1839971548791031e-05,3.446023120920706e-07,3.4460231209207055e-07
MEA,Morocco,LMC,114784000000.0,60.0,2.0,2.5,15.0,8.0,34318082.0,30300.0,6850000.0,8.0,0.1996032295744267,3344.7090662001447,0.0008829164753438144,5.967730694173404e-05,5.9677306941734045e-05,2.6397407304153887e-07,2.639740730415389e-07
ECS,Monaco,HIC,718000000.0,,3.0,2.2,2.2,1.0,37783.0,,46000.0,5.4,1.217478760289019,19003.255432337293,,6.406685236768802e-05,6.406685236768803e-05,,
ECS,Moldova,LMC,7354798041.0,55.0,4.0,3.0,28.0,10.0,3554108.0,6300.0,3981200.0,15.32,1.120168548620357,2069.3794451378517,0.0017725966684186299,0.0005413065019333548,0.0005413065019333547,8.565836838591718e-07,8.565836838591718e-07
SSF,Madagascar,LIC,10356200861.0,,,,0.0,,24894551.0,14000.0,3768759.16,,0.15138891880395836,416.0027172612995,0.0005623720628662875,0.0003639132931645444,0.0003639132931645444,1.3518470902512171e-06,1.3518470902512171e-06
SAS,Maldives,UMC,3600398618.0,24.0,,1.0,72.0,3.0,409163.0,3003.95,211505.78,,0.5169230355628441,8799.42374554884,0.0073416951190601295,5.874510087371664e-05,5.874510087371664e-05,8.343381716074195e-07,8.343381716074194e-07
LCN,Mexico,UMC,1259040000000.0,52.4,5.9,3.4,25.9,10.9,125890949.0,957900.0,53100000.0,5.0,0.42179362711770485,10001.036690890303,0.007608966392015998,4.217499046892871e-05,4.217499046892871e-05,7.608177659168891e-07,7.608177659168891e-07
EAS,Marshall Islands,UMC,179041793.9,8.0,2.0,6.0,71.0,13.0,52793.0,,8614.0,30.8,0.16316557119315062,3391.3926827420305,,4.81116716514311e-05,4.81116716514311e-05,,
ECS,"Macedonia, FYR",UMC,10924716122.0,29.3,4.1,2.5,50.2,13.9,2081206.0,1220.0,796585.0,0.18,0.3827516353498885,5249.223825993198,0.0005861985790930835,7.291585347429314e-05,7.291585347429314e-05,1.1167338229898584e-07,1.1167338229898583e-07
SSF,Mali,LIC,13421822111.0,17.5,1.0,3.5,76.0,2.0,16006670.0,12000.0,1937354.44,,0.1210341963693885,838.514326277733,0.000749687474034262,0.0001443436236881891,0.0001443436236881891,8.940663868704734e-07,8.940663868704735e-07
MEA,Malta,HIC,11868476821.0,52.0,6.0,4.0,27.5,12.0,431874.0,7643.0,269000.0,6.69,0.6228668546844681,27481.34136576872,0.017697291339603682,2.266508196940936e-05,2.2665081969409356e-05,6.439748010862295e-07,6.439748010862295e-07
EAS,Myanmar,LMC,74469832820.0,,,,0.0,,46095462.0,55000.0,4677306.53,,0.10147000001865694,1615.55670751277,0.0011931760224032466,6.28080707701527e-05,6.28080707701527e-05,7.385540952259117e-07,7.385540952259117e-07
ECS,Montenegro,UMC,4662831376.0,33.82,8.97,2.9,35.88,18.42,622159.0,6200.0,332000.0,5.42,0.5336256487489532,7494.597644653537,0.00996529825976961,7.120137384955265e-05,7.120137384955265e-05,1.329664210443453e-06,1.3296642104434532e-06
EAS,Mongolia,LMC,11825367387.0,22.7,,,62.8,14.5,3027398.0,14000.0,2900000.0,,0.9579183179747096,3906.1158747544923,0.004624433259188253,0.00024523550982340404,0.000245235509823404,1.1838955646647091e-06,1.183895564664709e-06
EAS,Northern Mariana Islands,HIC,1051785360.0,43.6,5.5,10.0,24.4,16.5,54036.0,,32761.41,36.0,0.6062885853875194,19464.530313124582,,3.114837993181423e-05,3.114837993181423e-05,,
SSF,Mozambique,LIC,14846071335.0,60.0,,,40.0,,27212382.0,17000.0,2500000.0,1.0,0.09186994361610828,545.5630945868686,0.0006247156165895363,0.00016839471827851082,0.00016839471827851082,1.1450840842938736e-06,1.1450840842938736e-06
SSF,Mauritania,LMC,5574151157.0,4.8,4.0,4.2,67.0,20.0,3506288.0,5100.0,454000.0,8.0,0.1294816626586293,1589.7585015834409,0.001454529690658611,8.144737866138925e-05,8.144737866138925e-05,9.14937513597104e-07,9.14937513597104e-07
SSF,Mauritius,UMC,12409842083.0,64.0,2.8,,21.0,12.4,1263473.0,11000.0,438000.0,,0.34666352189560046,9822.008133929257,0.008706161508793619,3.529456676970996e-05,3.529456676970996e-05,8.863932293762774e-07,8.863932293762774e-07
SSF,Malawi,LIC,8710223822.0,,,,0.0,,16577147.0,9500.0,1297844.48,,0.07829118484622233,525.4356387139476,0.0005730781056595565,0.00014900242594477844,0.00014900242594477844,1.090672317283651e-06,1.090672317283651e-06
EAS,Malaysia,UMC,344052000000.0,46.0,3.0,3.0,33.0,15.0,30228017.0,280000.0,12982685.0,17.5,0.4294917857165424,11381.891177314079,0.00926292981772506,3.773465929568786e-05,3.773465929568786e-05,8.138304674874728e-07,8.138304674874728e-07
SSF,Namibia,UMC,14950179757.0,,,,0.0,,1559983.0,14000.0,256729.0,4.5,0.1645716652040439,9583.552998333957,0.008974456772926371,1.7172301883513736e-05,1.7172301883513736e-05,9.364435898133529e-07,9.364435898133528e-07
SSF,Niger,LIC,8106889865.0,38.0,,1.0,59.0,2.0,8842415.0,7900.0,1865645.67,4.0,0.21098825038182442,916.8185235594575,0.0008934210846245059,0.00023013087646035264,0.00023013087646035264,9.74479748899364e-07,9.74479748899364e-07
SSF,Nigeria,LMC,456775000000.0,,3.1,,19.3,4.8,154402181.0,277000.0,27614830.07,,0.17884999998801832,2958.3455171530254,0.001794016109137733,6.045608903727218e-05,6.045608903727218e-05,6.064254830058563e-07,6.064254830058562e-07
LCN,Nicaragua,LMC,11955466051.0,,,,0.0,,5737723.0,10800.0,1528816.29,,0.2664499994161447,2083.6603738103076,0.0018822797824154286,0.0001278759258299365,0.00012787592582993654,9.033524878017322e-07,9.033524878017322e-07
ECS,Netherlands,HIC,890136000000.0,35.0,5.4,4.3,41.24,14.0,16939923.0,534410.0,8860000.0,24.61,0.5230248094988389,52546.63790384407,0.03154736889890231,9.95353519012825e-06,9.953535190128249e-06,6.003689323878598e-07,6.003689323878598e-07
ECS,Norway,HIC,472766000000.0,15.49,4.6,6.12,71.61,2.25,5188607.0,150000.0,2190000.0,26.16,0.4220786041417282,91116.17048660653,0.028909493434364945,4.632312814373284e-06,4.632312814373284e-06,3.172816996146085e-07,3.1728169961460845e-07
SAS,Nepal,LIC,19856634053.0,52.39,4.36,1.9,26.23,15.14,28982771.0,23000.0,1768977.49,,0.06103548518531924,685.1185503622135,0.0007935749138686567,8.90874800471401e-05,8.90874800471401e-05,1.1583030607609497e-06,1.1583030607609497e-06
EAS,Nauru,UMC,125930267.7,43.6,5.5,10.0,24.4,16.5,13049.0,,6191.75,,0.47449996168288755,9650.568449689632,,4.9168084155513945e-05,4.9168084155513945e-05,,
EAS,New Zealand,HIC,176129000000.0,28.0,4.0,4.5,56.0,8.0,4692700.0,95000.0,3410000.0,,0.7266605578877832,37532.55055724849,0.020244209090715365,1.936080940674165e-05,1.936080940674165e-05,5.393773881643568e-07,5.393773881643568e-07
MEA,Oman,HIC,75054356307.0,27.0,6.0,,46.0,21.0,3960925.0,59000.0,1734885.15,,0.438,18948.69413255742,0.01489551051837639,2.311504935041585e-05,2.3115049350415852e-05,7.860969423102936e-07,7.860969423102937e-07
SAS,Pakistan,LMC,227867000000.0,30.0,6.0,4.0,51.0,9.0,193203476.0,301000.0,30800000.0,8.0,0.15941742166170964,1179.4145981100257,0.0015579429844212534,0.0001351665664620151,0.0001351665664620151,1.3209459904242387e-06,1.3209459904242387e-06
LCN,Panama,HIC,44789036003.0,46.4,5.8,3.8,32.0,12.0,3969249.0,3200.0,1472262.22,,0.3709170727258481,11284.00763041069,0.0008061978475021346,3.2871040580140794e-05,3.2871040580140794e-05,7.144605657031024e-08,7.144605657031024e-08
LCN,Peru,UMC,193653000000.0,50.43,3.05,2.64,33.36,10.52,30973354.0,182000.0,8356711.13,4.0,0.2698032357102818,6252.24507491181,0.005876018464128877,4.315301663284328e-05,4.315301663284328e-05,9.398253577274816e-07,9.398253577274817e-07
EAS,Philippines,LMC,284349000000.0,52.31,2.34,4.22,30.59,10.55,103320222.0,290000.0,14631922.9,28.0,0.1416172228123939,2752.113714970531,0.002806807751535803,5.145762038902897e-05,5.145762038902898e-05,1.019873465354195e-06,1.019873465354195e-06
EAS,Palau,HIC,225308048.6,26.0,5.0,10.0,27.0,32.0,21503.0,200.0,9426.75,,0.4383923173510673,10477.9820769195,0.009301027763567874,4.1839384161263385e-05,4.1839384161263385e-05,8.87673570663556e-07,8.876735706635559e-07
EAS,Papua New Guinea,LMC,19389192291.0,31.0,,,58.6,10.0,7755785.0,7000.0,1000000.0,2.0,0.12893601356922607,2499.9651603287093,0.0009025520949845825,5.157512417183959e-05,5.15751241718396e-05,3.6102586920287714e-07,3.610258692028772e-07
ECS,Poland,HIC,572132000000.0,37.27,10.07,2.17,38.36,12.13,37986412.0,224452.0,10900000.0,26.39,0.28694471065074534,15061.490935232314,0.0059087444215578985,1.905154754497214e-05,1.905154754497214e-05,3.923080687673474e-07,3.923080687673474e-07
LCN,Puerto Rico,HIC,93028633826.0,13.1,2.4,10.4,63.7,10.4,3473181.0,946.44,4170953.0,14.0,1.2009028610947716,26784.850494690603,0.00027249947526489406,4.4835152667095125e-05,4.4835152667095125e-05,1.0173641824840873e-08,1.0173641824840873e-08
ECS,Portugal,HIC,231745000000.0,36.49,6.73,1.85,44.19,10.72,10401062.0,170078.0,4710000.0,16.23,0.4528383736199246,22280.89785446909,0.01635198405701264,2.0324063086582234e-05,2.0324063086582234e-05,7.339014865477141e-07,7.339014865477141e-07
LCN,Paraguay,UMC,26400622643.0,,,,0.0,,6639119.0,34200.0,1818501.37,,0.2739070304358154,3976.5249942048035,0.005151285885973726,6.888100309566627e-05,6.888100309566627e-05,1.2954239929287413e-06,1.2954239929287413e-06
MEA,West Bank and Gaza,LMC,11767216976.0,59.1,2.4,2.7,21.6,14.2,4046901.0,,1390000.0,0.5,0.343472696762288,2907.710610168126,,0.0001181247870957929,0.0001181247870957929,,
MEA,Qatar,HIC,170663000000.0,57.0,4.0,9.0,16.0,14.0,2109568.0,29000.0,1000990.02,3.0,0.4745000018961228,80899.50169892603,0.013746890358594745,5.8653019107832394e-06,5.8653019107832394e-06,1.6992552574371714e-07,1.6992552574371714e-07
ECS,Romania,UMC,200217000000.0,56.26,4.89,2.5,24.02,12.33,19815481.0,132268.0,4900000.0,5.67,0.24728140588663985,10104.069641307218,0.006674983059962057,2.447344631075283e-05,2.4473446310752835e-05,6.606232238021747e-07,6.606232238021747e-07
ECS,Russia,UMC,1654430000000.0,28.41,16.82,1.83,38.73,14.21,143201676.0,1390000.0,60000000.0,4.5,0.41898950959205256,11553.146905906326,0.009706590305549217,3.626626693181337e-05,3.626626693181337e-05,8.401685172536765e-07,8.401685172536765e-07
SSF,Rwanda,LIC,8805014649.0,,,,0.0,,11917508.0,5900.0,4384969.0,,0.36794344925130323,738.8301857233912,0.0004950699424745509,0.00049800814363188,0.00049800814363188,6.700727068830116e-07,6.700727068830116e-07
MEA,Saudi Arabia,HIC,690000000000.0,45.5,4.0,5.0,34.5,11.0,31557144.0,508000.0,16125700.58,15.0,0.5109999998732458,21865.096537253183,0.016097781218731327,2.337058055072464e-05,2.337058055072464e-05,7.36231884057971e-07,7.362318840579709e-07
SSF,Sudan,LMC,76149479953.0,51.4,3.5,1.7,30.7,12.7,38647803.0,51000.0,2831291.0,,0.07325878265318213,1970.344341514057,0.0013196092931854367,3.7180700403305354e-05,3.7180700403305354e-05,6.697353682714257e-07,6.697353682714257e-07
SSF,Senegal,LIC,16833353304.0,12.0,2.0,2.0,75.0,9.0,15411614.0,15000.0,2454059.25,,0.15923440919296317,1092.251162272816,0.0009732919602061146,0.00014578552506331927,0.00014578552506331924,8.910880517452008e-07,8.910880517452007e-07
EAS,Singapore,HIC,299170000000.0,10.51,0.93,19.12,58.88,10.58,5607283.0,100000.0,7704300.0,61.0,1.3739809458520285,53353.82572985883,0.0178339491693214,2.575224788581743e-05,2.5752247885817426e-05,3.342581141157202e-07,3.342581141157202e-07
EAS,Solomon Islands,LMC,900859048.9,42.8,6.65,13.15,15.05,22.35,563513.0,400.0,179971.96,,0.31937499223620397,1598.6482102453715,0.0007098327811425823,0.00019977815643829739,0.00019977815643829739,4.4402062729838003e-07,4.4402062729838e-07
SSF,Sierra Leone,LIC,3355384560.0,,,,0.0,,5439695.0,3400.0,610222.09,,0.11217946778266061,616.833215832873,0.0006250350433250393,0.0001818635328047167,0.00018186353280471673,1.0132966696371757e-06,1.0132966696371757e-06
LCN,El Salvador,LMC,21588556542.0,65.0,4.0,2.0,19.0,10.0,6164626.0,30100.0,1648996.18,,0.2674933045411027,3502.0058868129227,0.004882696857846688,7.638288260689958e-05,7.638288260689957e-05,1.3942571816434877e-06,1.3942571816434877e-06
ECS,San Marino,HIC,1746352442.0,5.35,5.61,0.9,82.54,5.6,33203.0,,17174.68,45.05,0.5172628979309098,52596.224497786345,,9.834601302089283e-06,9.834601302089283e-06,,
SSF,Somalia,LIC,4720000000.0,,,,0.0,,14317996.0,,2326099.17,,0.1624598281770717,329.65507184105934,,0.0004928176207627118,0.0004928176207627117,,
ECS,Serbia,UMC,41308012850.0,37.62,5.44,1.38,42.83,12.73,7095383.0,14388.0,1840000.0,0.76,0.2593235629422682,5821.815799090761,0.0020277975128333453,4.454341598763205e-05,4.454341598763204e-05,3.483101463206793e-07,3.4831014632067924e-07
SSF,South Sudan,LIC,4660000000.0,,,,0.0,,11177490.0,,2680681.0,,0.2398285303766767,416.9093419005519,,0.0005752534334763948,0.0005752534334763948,,
SSF,Sao Tome and Principe,LMC,256822056.3,,,,0.0,,191266.0,200.0,25586.5,,0.1337744293287882,1342.7480906172557,0.0010456641535871508,9.962734653176281e-05,9.962734653176281e-05,7.787493133626156e-07,7.787493133626154e-07
LCN,Suriname,UMC,4527379879.0,57.0,3.0,3.0,24.0,11.0,526103.0,5000.0,78619.8,,0.149438037798682,8605.500974143846,0.00950384240348373,1.7365408271718832e-05,1.7365408271718832e-05,1.1043915318862953e-06,1.1043915318862953e-06
ECS,Slovak Republic,HIC,104679000000.0,42.0,19.0,2.0,26.0,11.0,5423801.0,30911.0,1780000.0,7.62,0.3281831320876264,19299.93375494418,0.005699139773011583,1.7004365727605347e-05,1.7004365727605347e-05,2.9529322977865664e-07,2.9529322977865664e-07
ECS,Slovenia,HIC,50511749002.0,,,,0.0,,2063531.0,26359.0,926000.0,46.44,0.4487453786737393,24478.308783342727,0.012773735892506582,1.8332368573563654e-05,1.833236857356365e-05,5.218389883699398e-07,5.218389883699398e-07
ECS,Sweden,HIC,560387000000.0,23.34,9.15,9.2,51.73,6.58,9799186.0,721671.0,4380000.0,32.37,0.44697590187593134,57187.09696907478,0.07364601508737563,7.816027138388292e-06,7.816027138388292e-06,1.2878082468008716e-06,1.2878082468008716e-06
SSF,Eswatini,LMC,5246492516.0,,,,0.0,,1343098.0,5700.0,218199.47,,0.16245982795000813,3906.261878135475,0.004243919654410922,4.1589589489466834e-05,4.1589589489466834e-05,1.0864401278791417e-06,1.0864401278791417e-06
SSF,Seychelles,HIC,1287449683.0,48.5,5.2,4.6,32.4,9.9,88303.0,1100.0,48000.0,,0.5435828907285143,14579.908757346862,0.012457107912528452,3.728301046154361e-05,3.728301046154361e-05,8.54402323077041e-07,8.544023230770409e-07
MEA,Syrian Arab Republic,LIC,232000000000.0,57.0,3.0,4.0,29.0,7.0,20824893.0,,4500000.0,2.5,0.21608754484356774,11140.513423046159,,1.9396551724137932e-05,1.9396551724137932e-05,,
SSF,Chad,LIC,12642608725.0,70.0,1.0,2.0,21.0,6.0,11887202.0,8800.0,1358850.53,,0.1143120584642206,1063.5479000861599,0.0007402919543219674,0.00010748181483406622,0.00010748181483406622,6.960588745104899e-07,6.960588745104899e-07
SSF,Togo,LIC,4264876064.0,38.0,2.0,4.0,46.0,10.0,7228915.0,6400.0,1109030.45,2.0,0.1534158929797902,589.9745762676695,0.0008853334144888963,0.00026003814257614027,0.00026003814257614027,1.5006297730484297e-06,1.5006297730484297e-06
EAS,Thailand,UMC,407015000000.0,65.52,3.04,1.85,13.6,17.59,68657600.0,384233.0,26853366.0,19.1,0.39112007993288433,5928.185663349724,0.005596365151126751,6.597635467980295e-05,6.597635467980296e-05,9.440266329250765e-07,9.440266329250765e-07
ECS,Tajikistan,LIC,8458800788.0,,,,0.0,,8177809.0,,1787400.0,,0.2185671003076741,1034.3602776733965,,0.00021130654862278807,0.00021130654862278804,,
ECS,Turkmenistan,UMC,39563379206.0,16.18,4.64,11.44,65.55,2.19,5366277.0,22000.0,500000.0,,0.09317446713988115,7372.593551544209,0.004099676554154771,1.263794979181587e-05,1.2637949791815868e-05,5.560697908398982e-07,5.560697908398982e-07
EAS,Timor-Leste,LMC,3765074847.0,43.6,5.5,10.0,24.4,16.5,1268671.0,3600.0,63875.0,,0.05034796255293926,2967.731466235139,0.0028376151106157548,1.6965134186082755e-05,1.6965134186082755e-05,9.561562907224724e-07,9.561562907224724e-07
EAS,Tonga,UMC,406237705.3,51.3,5.9,9.0,20.4,13.4,104951.0,300.0,17238.2,,0.16424998332555193,3870.736870539585,0.002858476812988919,4.2433776518282236e-05,4.243377651828224e-05,7.384838878470299e-07,7.3848388784703e-07
LCN,Trinidad and Tobago,HIC,21519942195.0,27.15,10.15,3.74,39.79,19.17,1328100.0,71.07,727874.0,,0.548056622242301,16203.555601987802,5.3512536706573294e-05,3.382323211672549e-05,3.382323211672549e-05,3.3025181645939824e-09,3.302518164593982e-09
MEA,Tunisia,LMC,48682059522.0,68.0,2.0,4.0,15.0,11.0,11143908.0,90000.0,2700000.0,4.0,0.2422848429832694,4368.49079532961,0.008076161432775647,5.546190992145347e-05,5.546190992145346e-05,1.8487303307151155e-06,1.8487303307151155e-06
ECS,Turkey,UMC,1122510000000.0,64.0,2.0,1.0,30.0,3.0,78271472.0,623000.0,31300000.0,,0.39989026908807845,14341.24044581658,0.007959477240954405,2.7883938673152133e-05,2.7883938673152133e-05,5.550061914815903e-07,5.550061914815903e-07
EAS,Tuvalu,UMC,39216157.28,43.6,5.5,10.0,24.4,16.5,11097.0,10.0,3989.49,15.0,0.35951067856177343,3533.9422618725785,0.0009011444534558889,0.00010173077314830679,0.00010173077314830679,2.549969373235847e-07,2.549969373235847e-07
EAS,Taiwan,HIC,608130000000.0,23.34,4.11,3.07,49.15,20.23,23400000.0,14036.0,7340000.0,,0.31367521367521367,25988.46153846154,0.0005998290598290599,1.2069787709864668e-05,1.2069787709864666e-05,2.3080591320934668e-08,2.3080591320934668e-08
SSF,Tanzania,LIC,46775259596.0,,,,0.0,,49082997.0,38000.0,9276995.0,,0.18900628663730537,952.9829565215832,0.0007741988534237222,0.00019833123493329205,0.00019833123493329205,8.123952775079751e-07,8.123952775079751e-07
SSF,Uganda,LIC,27483055272.0,74.5,0.8,0.6,16.6,7.6,35093648.0,25000.0,7045049.84,6.0,0.20075000011398073,783.1347505394708,0.0007123796306385703,0.00025634158103147883,0.00025634158103147883,9.096514107538196e-07,9.096514107538197e-07
ECS,Ukraine,LMC,124000000000.0,37.0,5.0,4.0,47.0,7.0,45004645.0,277000.0,15242025.0,3.2,0.33867670770428254,2755.271150344592,0.00615492023101171,0.0001229195564516129,0.0001229195564516129,2.2338709677419354e-06,2.233870967741936e-06
LCN,Uruguay,HIC,48362932954.0,53.5,3.0,5.0,27.5,11.0,3431552.0,37000.0,1260139.51,8.0,0.3672214525672349,14093.60340568932,0.010782293259726211,2.6055895145949298e-05,2.6055895145949298e-05,7.650487209944906e-07,7.650487209944906e-07
NAC,USA,HIC,16920300000000.0,14.9,4.4,9.0,58.8,12.9,318563456.0,2440000.0,258000000.0,34.6,0.8098857390597872,53114.37856826867,0.007659384508937522,1.5247956596514246e-05,1.5247956596514247e-05,1.4420548099028976e-07,1.4420548099028976e-07
ECS,Uzbekistan,LMC,62469088152.0,40.0,3.0,2.0,40.5,2.5,29774500.0,,4000000.0,,0.134343145980621,2098.0734572201045,,6.403166939570474e-05,6.403166939570474e-05,,
LCN,St. Vincent and the Grenadines,UMC,729264939.6,49.6,5.6,3.8,32.6,8.4,109455.0,900.0,31561.35,,0.288350006852131,6662.6918788543235,0.008222557215293956,4.3278304339313667e-05,4.327830433931367e-05,1.2341193866986774e-06,1.2341193866986774e-06
LCN,"Venezuela, RB",UMC,98400000000.0,,,,0.0,,29893080.0,232700.0,9779093.14,,0.3271356829072147,3291.7317318924647,0.007784410304993664,9.938102784552846e-05,9.938102784552847e-05,2.364837398373984e-06,2.364837398373984e-06
EAS,Vietnam,LMC,164105000000.0,61.9,2.18,0.58,24.72,12.15,86932500.0,141000.0,9570300.0,23.0,0.11008886204814079,1887.7289851321427,0.001621948063152446,5.8318149964961456e-05,5.8318149964961456e-05,8.592059961609945e-07,8.592059961609945e-07
EAS,Vanuatu,LMC,777052317.5,73.4,5.4,3.8,10.95,6.45,270402.0,300.0,70225.49,37.0,0.25970773145169046,2873.6929368125975,0.0011094592495617635,9.037421087158652e-05,9.037421087158652e-05,3.8607439067318653e-07,3.8607439067318653e-07
EAS,Samoa,UMC,738041747.0,42.6,2.2,8.8,33.4,13.0,187665.0,500.0,27399.09,36.0,0.146,3932.7618202648337,0.0026643220632510058,3.712403818804575e-05,3.712403818804575e-05,6.774684522012547e-07,6.774684522012547e-07
ECS,Kosovo,LMC,7129271792.0,42.0,6.0,6.0,35.0,11.0,1801800.0,23.0,319000.0,,0.17704517704517705,3956.749801309801,1.2765012765012765e-05,4.474510290910227e-05,4.474510290910228e-05,3.2261359464243023e-09,3.2261359464243023e-09
MEA,"Yemen, Rep.",LIC,11927030389.0,65.0,1.0,6.0,18.0,10.0,27584213.0,42000.0,4836820.0,8.0,0.17534739889080758,432.3861039283593,0.0015226100523513214,0.00040553430671736004,0.00040553430671736004,3.5214130114680972e-06,3.5214130114680972e-06
SSF,South Africa,UMC,421209000000.0,16.38,5.2,16.91,54.42,7.09,51729345.36,321000.0,18457232.0,28.0,0.3568038967350272,8142.554232393248,0.006205375261682995,4.381965247656152e-05,4.381965247656151e-05,7.620919780916363e-07,7.620919780916363e-07
SSF,Zambia,LMC,27037168289.0,,,,0.0,,14264756.0,15000.0,2608268.0,,0.18284701119318128,1895.3824579263746,0.0010515426972602967,9.646971798674519e-05,9.646971798674519e-05,5.547918272973398e-07,5.547918272973399e-07
SSF,Zimbabwe,LIC,14818986231.0,36.0,5.0,6.0,30.0,23.0,12500525.0,13000.0,1449752.0,16.0,0.1159752890378604,1185.4691087774313,0.001039956321834483,9.783071374796529e-05,9.783071374796529e-05,8.772529913554517e-07,8.772529913554517e-07
